"age_group","is_female","category","N","count","percent"
"[40,45)",1,"Hearing",187351,1576,0.00841201808370385
"[45,50)",0,"Hearing",191647,1960,0.0102271363496428
"[45,50)",1,"Hearing",205987,2036,0.00988411890070733
"[50,55)",0,"Hearing",194280,2322,0.0119518221124151
"[50,55)",1,"Hearing",206261,2333,0.0113109119028803
"[55,60)",0,"Hearing",179016,2909,0.0162499441390714
"[55,60)",1,"Hearing",184086,2703,0.0146833545190835
"[60,65)",0,"Hearing",168743,3932,0.0233017073300818
"[60,65)",1,"Hearing",172071,3147,0.018288962114476
"[65,70)",0,"Hearing",164314,4974,0.0302713098092676
"[65,70)",1,"Hearing",167680,3880,0.0231393129770992
"[70,75)",0,"Hearing",132931,4952,0.0372524091445938
"[70,75)",1,"Hearing",141998,4200,0.029577881378611
"[75,80)",0,"Hearing",105409,4769,0.0452428160783235
"[75,80)",1,"Hearing",120512,4566,0.0378883430695698
"[80,120]",0,"Hearing",151034,8064,0.0533919514811235
"[80,120]",1,"Hearing",232841,12288,0.0527742107274922
"[40,45)",0,"Incont",172517,355,0.00205776821994354
"[40,45)",1,"Incont",187351,2068,0.0110381049473982
"[45,50)",0,"Incont",191647,506,0.00264027091475473
"[45,50)",1,"Incont",205987,2905,0.0141028317320996
"[50,55)",0,"Incont",194280,609,0.00313465101914762
"[50,55)",1,"Incont",206261,3463,0.0167894075952313
"[55,60)",0,"Incont",179016,739,0.00412812262591053
"[55,60)",1,"Incont",184086,3214,0.0174592310115924
"[60,65)",0,"Incont",168743,908,0.00538096395109723
"[60,65)",1,"Incont",172071,3212,0.0186667131591029
"[65,70)",0,"Incont",164314,1183,0.00719962997675183
"[65,70)",1,"Incont",167680,3501,0.0208790553435114
"[70,75)",0,"Incont",132931,1399,0.0105242569453325
"[70,75)",1,"Incont",141998,3633,0.0255848673924985
"[75,80)",0,"Incont",105409,1898,0.0180060526141032
"[75,80)",1,"Incont",120512,4028,0.0334240573552841
"[80,120]",0,"Incont",151034,4885,0.0323437106876597
"[80,120]",1,"Incont",232841,10119,0.0434588410116775
"[40,45)",0,"Kidney",172517,613,0.00355327301077575
"[40,45)",1,"Kidney",187351,722,0.0038537290967222
"[45,50)",0,"Kidney",191647,1025,0.00534837487672648
"[45,50)",1,"Kidney",205987,1247,0.00605378009291849
"[50,55)",0,"Kidney",194280,1430,0.00736051060325304
"[50,55)",1,"Kidney",206261,1891,0.00916799588870412
"[55,60)",0,"Kidney",179016,2058,0.0114961791124816
"[55,60)",1,"Kidney",184086,2612,0.0141890203491846
"[60,65)",0,"Kidney",168743,3156,0.0187029980502895
"[60,65)",1,"Kidney",172071,3925,0.0228103515409337
"[65,70)",0,"Kidney",164314,5445,0.0331377728008569
"[65,70)",1,"Kidney",167680,5968,0.0355916030534351
"[70,75)",0,"Kidney",132931,6907,0.051959287148972
"[70,75)",1,"Kidney",141998,7954,0.0560148734489218
"[75,80)",0,"Kidney",105409,8166,0.0774696657780645
"[75,80)",1,"Kidney",120512,9782,0.0811703398831652
"[80,120]",0,"Kidney",151034,17057,0.112934835864772
"[80,120]",1,"Kidney",232841,26762,0.114936802367281
"[40,45)",0,"Liver",172517,566,0.00328083609151562
"[40,45)",1,"Liver",187351,386,0.0020603039215163
"[45,50)",0,"Liver",191647,767,0.00400214978580411
"[45,50)",1,"Liver",205987,527,0.0025584138804876
"[50,55)",0,"Liver",194280,990,0.00509573810994441
"[50,55)",1,"Liver",206261,771,0.00373798245911733
