"age_group","is_female","category","N","count","percent"
"[45,50)",1,"Dementia",13729,906,0.0659916964090611
"[50,55)",0,"Dementia",9542,892,0.0934814504296793
"[50,55)",1,"Dementia",16444,1211,0.0736438822670883
"[55,60)",0,"Dementia",12063,1225,0.101550194810578
"[55,60)",1,"Dementia",19021,1434,0.0753903580253404
"[60,65)",0,"Dementia",12801,1329,0.103820014061401
"[60,65)",1,"Dementia",18803,1495,0.079508589054938
"[65,70)",0,"Dementia",12266,1206,0.0983205609000489
"[65,70)",1,"Dementia",17867,1437,0.0804276039626126
"[70,75)",0,"Dementia",11053,1179,0.106667872975663
"[70,75)",1,"Dementia",14077,1249,0.0887262911131633
"[75,80)",0,"Dementia",7352,869,0.118199129488575
"[75,80)",1,"Dementia",8225,889,0.108085106382979
