"age_group","is_female","category","N","count","percent"
"[55,60)",1,"Liver",184086,444,0.00241191616961637
"[60,65)",0,"Liver",168743,509,0.00301642142192565
"[60,65)",1,"Liver",172071,374,0.00217352139523801
"[65,70)",0,"Liver",164314,459,0.00279343208734496
"[65,70)",1,"Liver",167680,325,0.00193821564885496
"[70,75)",0,"Liver",132931,297,0.00223424182470605
"[70,75)",1,"Liver",141998,269,0.00189439287877294
"[75,80)",0,"Liver",105409,179,0.0016981472170308
"[75,80)",1,"Liver",120512,198,0.00164298990971853
"[80,120]",0,"Liver",151034,133,0.000880596421997696
"[80,120]",1,"Liver",232841,151,0.000648511215808212
"[40,45)",0,"Lung",172517,1276,0.0073963725314027
"[40,45)",1,"Lung",187351,1907,0.0101787553842787
"[45,50)",0,"Lung",191647,1678,0.00875568101770443
"[45,50)",1,"Lung",205987,2303,0.0111803172044838
"[50,55)",0,"Lung",194280,1985,0.0102172122709491
"[50,55)",1,"Lung",206261,2675,0.0129690052894149
"[55,60)",0,"Lung",179016,2460,0.0137417884434911
"[55,60)",1,"Lung",184086,3214,0.0174592310115924
"[60,65)",0,"Lung",168743,3345,0.019823044511476
"[60,65)",1,"Lung",172071,3889,0.0226011355777557
"[65,70)",0,"Lung",164314,4047,0.0246296724563945
"[65,70)",1,"Lung",167680,4494,0.0268010496183206
"[70,75)",0,"Lung",132931,4350,0.0327237438972098
"[70,75)",1,"Lung",141998,4502,0.0317046718967873
"[75,80)",0,"Lung",105409,3991,0.0378620421406142
"[75,80)",1,"Lung",120512,3885,0.0322374535315985
"[80,120]",0,"Lung",151034,5150,0.0340982825059258
"[80,120]",1,"Lung",232841,5302,0.0227709037497692
"[40,45)",0,"Muscular",172517,182,0.00105496849585838
"[40,45)",1,"Muscular",187351,265,0.00141445735544513
"[45,50)",0,"Muscular",191647,211,0.00110098253559931
"[45,50)",1,"Muscular",205987,301,0.00146125726380791
"[50,55)",0,"Muscular",194280,274,0.00141033559810583
"[50,55)",1,"Muscular",206261,297,0.00143992320409578
"[55,60)",0,"Muscular",179016,336,0.00187692720203781
"[55,60)",1,"Muscular",184086,320,0.00173831796008387
"[60,65)",0,"Muscular",168743,356,0.00210971714382226
"[60,65)",1,"Muscular",172071,336,0.00195268232299458
"[65,70)",0,"Muscular",164314,454,0.00276300254390983
"[65,70)",1,"Muscular",167680,439,0.0026180820610687
"[70,75)",0,"Muscular",132931,565,0.00425032535676404
"[70,75)",1,"Muscular",141998,510,0.00359159988168847
"[75,80)",0,"Muscular",105409,679,0.00644157519756377
"[75,80)",1,"Muscular",120512,664,0.00550982474774296
"[80,120]",0,"Muscular",151034,1406,0.00930916217540421
"[80,120]",1,"Muscular",232841,1931,0.00829321296507059
"[40,45)",0,"Osteo",172517,47,0.000272436919260131
"[40,45)",1,"Osteo",187351,71,0.00037896781976077
"[45,50)",0,"Osteo",191647,84,0.000438305843556121
"[45,50)",1,"Osteo",205987,172,0.000835004150747377
"[50,55)",0,"Osteo",194280,123,0.000633106856084002
"[50,55)",1,"Osteo",206261,479,0.00232230038640363
"[55,60)",0,"Osteo",179016,182,0.00101666890110381
"[55,60)",1,"Osteo",184086,910,0.00494334169898852
"[60,65)",0,"Osteo",168743,225,0.00133338864426969
"[60,65)",1,"Osteo",172071,1408,0.00818266878207252
"[65,70)",0,"Osteo",164314,251,0.00152756308044354
"[65,70)",1,"Osteo",167680,1728,0.0103053435114504
"[70,75)",0,"Osteo",132931,346,0.00260285411228382
"[70,75)",1,"Osteo",141998,1805,0.0127114466400935
"[75,80)",0,"Osteo",105409,395,0.00374730810462105
"[75,80)",1,"Osteo",120512,2008,0.0166622411046203
"[80,120]",0,"Osteo",151034,814,0.00538951494365507
"[80,120]",1,"Osteo",232841,3991,0.0171404520681495
"[40,45)",0,"PD",172517,185,0.00107235808644945
"[40,45)",1,"PD",187351,250,0.00133439373155201
"[45,50)",0,"PD",191647,255,0.00133057131079537
"[45,50)",1,"PD",205987,268,0.00130105297907149
"[50,55)",0,"PD",194280,349,0.00179637636401071
"[50,55)",1,"PD",206261,372,0.00180354017482704
"[55,60)",0,"PD",179016,448,0.00250256960271708
"[55,60)",1,"PD",184086,396,0.00215116847560379
"[60,65)",0,"PD",168743,636,0.00376904523446899
"[60,65)",1,"PD",172071,521,0.00302781991154814
"[65,70)",0,"PD",164314,943,0.00573901189186557
"[65,70)",1,"PD",167680,771,0.00459804389312977
"[70,75)",0,"PD",132931,1050,0.00789883473380927
"[70,75)",1,"PD",141998,931,0.00655643037225876
"[75,80)",0,"PD",105409,1080,0.0102458044379512
"[75,80)",1,"PD",120512,1006,0.00834771640998407
"[80,120]",0,"PD",151034,1689,0.0111829124567978
"[80,120]",1,"PD",232841,1774,0.00761893309168059
"[40,45)",0,"PVD",172517,382,0.00221427453526319
"[40,45)",1,"PVD",187351,556,0.00296769165897166
"[45,50)",0,"PVD",191647,507,0.00264548884146373
"[45,50)",1,"PVD",205987,601,0.00291765985232078
"[50,55)",0,"PVD",194280,792,0.00407659048795553
"[50,55)",1,"PVD",206261,711,0.00344708888253233
"[55,60)",0,"PVD",179016,1128,0.00630111274969835
"[55,60)",1,"PVD",184086,757,0.00411220842432341
"[60,65)",0,"PVD",168743,1499,0.00888333145671228
"[60,65)",1,"PVD",172071,932,0.00541636882449686
"[65,70)",0,"PVD",164314,2051,0.0124821987170904
"[65,70)",1,"PVD",167680,1138,0.00678673664122137
"[70,75)",0,"PVD",132931,1922,0.0144586289127442
"[70,75)",1,"PVD",141998,1249,0.00879589853378217
"[75,80)",0,"PVD",105409,1957,0.0185657771158061
"[75,80)",1,"PVD",120512,1487,0.0123390201805629
